T_TPD	CO2	CO
46.95493645472609	0.00017994250000000076	0.0004009465000000005
47.08635645051755	0.00017951650000000072	0.0004062680000000005
47.21890379917252	0.0001764070000000007	0.00038333150000000043
47.352575760681425	0.0001876245000000007	0.0003595295000000004
47.48736959824341	0.0001877520000000007	0.0003775640000000005
47.623282578266426	0.0001835880000000007	0.0003645150000000005
47.760311970367184	0.00017692750000000067	0.0003702255000000005
47.89845504737117	0.00016278450000000068	0.0003812025000000005
48.03770908531264	0.00015168300000000068	0.0003890825000000005
48.178071363434626	0.00013468450000000067	0.00038522350000000046
48.319539164188924	0.00015578100000000067	0.0003853695000000005
48.462109773236094	0.00016415400000000066	0.00037716100000000053
48.60578047944549	0.00016935150000000064	0.0003804710000000005
48.75054857489523	0.00018242400000000064	0.0003827115000000005
48.89641135487217	0.00017746500000000065	0.0003832930000000005
49.043366117872	0.00018152750000000062	0.00039918650000000044
49.19141016559912	0.00018880150000000063	0.00037776900000000046
49.34054080296674	0.00019070050000000063	0.00038535800000000047
49.49075533809683	0.0001805965000000006	0.0003764885000000004
49.64205108232014	0.00017578750000000058	0.00034964600000000044
49.79442535017616	0.0001700365000000006	0.0003352395000000004
49.94787545941319	0.00017535850000000057	0.0003288000000000004
50.10239873098828	0.00020405150000000062	0.0003465155000000004
50.25799248906725	0.00021358600000000063	0.0003659875000000004
50.41465406102471	0.00020953600000000062	0.0003608920000000004
50.572380777444025	0.00022059850000000065	0.0003575945000000004
50.73116997211733	0.00021316050000000066	0.00038335400000000036
50.89101898204554	0.00021585150000000064	0.0003844485000000003
51.05192514743834	0.00021331100000000064	0.0003807500000000004
51.21388581171418	0.00022137650000000062	0.0003717180000000003
51.37689832150029	0.00021657050000000063	0.00037656450000000036
51.54096002663266	0.00022758800000000068	0.00038126700000000035
51.706068280156074	0.00021740950000000066	0.00037424950000000033
51.87222043832406	0.00022732850000000066	0.00037686150000000037
52.03941386059892	0.00022044350000000065	0.00037794950000000037
52.20764590965176	0.00021101800000000064	0.00039053350000000037
52.37691395136241	0.00022418300000000066	0.0003963355000000004
52.547215354819514	0.00021263000000000065	0.0004099755000000004
52.71854749232046	0.00023616100000000065	0.00041093300000000037
52.890907739371414	0.00025345700000000066	0.0004059215000000004
53.064293474687325	0.00024175550000000068	0.0004063735000000004
53.2387020801919	0.0002344405000000007	0.0004119585000000004
53.4141309410176	0.0002175035000000007	0.0004149620000000004
53.590577445505716	0.0002106940000000007	0.00041067000000000035
53.768038985206246	0.00020964900000000072	0.00041364950000000037
53.94651295487799	0.0002051115000000007	0.00040599700000000033
54.12599675248852	0.00023951800000000068	0.00038924550000000036
54.306487779214166	0.0002407210000000007	0.00038513750000000036
54.48798343944006	0.0002440680000000007	0.0003739800000000004
54.67048114076006	0.00024258150000000073	0.0003823860000000004
54.85397829397683	0.00024377350000000074	0.0003893200000000004
55.03847231310179	0.00023345550000000075	0.00039590750000000036
55.22396061535514	0.00023879600000000075	0.0004115910000000004
55.41044062116584	0.00022155650000000072	0.0004289815000000003
55.59790975417164	0.00022945700000000075	0.00042219700000000035
55.78636544121903	0.00022574650000000074	0.0004246745000000004
55.97580511236332	0.00024932750000000075	0.0004176925000000004
56.166226200868536	0.00024926300000000076	0.0003767725000000004
56.357626143207504	0.00024292800000000073	0.00036468050000000037
56.55000237906184	0.00022435950000000072	0.0003613395000000004
56.74335235132189	0.00023862850000000072	0.00036581600000000036
56.937673506086796	0.0002232890000000007	0.0003724795000000004
57.13296329266447	0.0002063525000000007	0.0003618370000000004
57.329219163571594	0.0001863810000000007	0.0003538975000000004
57.526438574533614	0.0001901680000000007	0.0003719680000000004
